Amount,Hour_of_Day,Distance_from_Home_KM,Merchant_Category,Transaction_Method,Card_Type,Recent_24h_Transactions,Risk_Score_V1,Risk_Score_V2,Is_Fraud
13.65,13.7,7.3,Electronics,In-Person Chip,Visa,1,-0.353,0.69,0
145.26,13.0,12.3,Grocery,In-Person Chip,Mastercard,0,-1.518,-0.531,0
55.42,19.2,3.1,Grocery,Contactless Tap,Visa,2,1.862,0.774,0
18.16,19.5,14.4,Gas Station,Contactless Tap,Visa,1,-3.087,-0.043,0
34.35,4.8,10.6,Grocery,Contactless Tap,Visa,7,-2.428,-1.491,0
213.05,13.7,5.3,Online Retail,In-Person Chip,Mastercard,4,-0.183,-1.128,0
53.34,19.1,4.6,Dining,In-Person Chip,Visa,2,-0.819,2.978,0
51.17,0.1,10.4,Online Retail,In-Person Chip,Discover,1,-3.022,1.416,0
23.29,15.3,20.9,Grocery,Online POS,Visa,3,0.301,-1.732,0
32.81,17.4,49.1,Dining,Contactless Tap,Amex,1,3.212,1.544,0
28.95,7.5,5.0,Travel & Airlines,In-Person Chip,Visa,1,-0.195,0.238,0
64.55,11.2,4.9,Grocery,In-Person Chip,Visa,0,1.148,-0.622,0
38.01,10.5,16.3,Online Retail,Online POS,Mastercard,2,0.512,1.037,0
104.84,12.2,51.1,Grocery,In-Person Chip,Mastercard,3,0.51,-0.363,0
58.49,15.5,4.5,Grocery,Online POS,Visa,1,0.52,1.951,0
48.22,13.3,3.4,Online Retail,In-Person Chip,Visa,0,-0.301,4.225,0
157.47,9.8,6.9,Online Retail,Online POS,Amex,2,1.679,-0.403,0
47.91,12.8,0.6,Dining,In-Person Chip,Visa,4,0.189,-0.832,0
46.16,6.8,15.4,Luxury Goods,Online POS,Mastercard,0,2.534,-0.034,0
86.8,12.1,16.7,Gas Station,Contactless Tap,Mastercard,1,-2.262,1.547,0
60.76,4.9,4.5,Online Retail,Online POS,Mastercard,1,2.726,1.591,0
132.41,13.8,9.4,Dining,Contactless Tap,Visa,1,0.368,-2.231,0
39.34,14.2,7.1,Gas Station,Online POS,Visa,1,-0.62,0.036,0
32.62,11.9,10.7,Online Retail,In-Person Chip,Mastercard,2,-0.502,1.388,0
24.78,19.4,16.0,Grocery,In-Person Chip,Visa,1,-1.24,0.909,0
23.54,17.1,0.6,ATM Withdrawal,ATM Cash,Discover,1,-1.008,-0.224,0
14.4,18.1,18.6,Online Retail,In-Person Chip,Visa,2,-1.797,-0.462,0
296.54,18.6,7.2,Grocery,Online POS,Visa,3,1.764,-0.56,0
40.48,6.5,0.3,Electronics,Contactless Tap,Visa,3,-1.582,-1.502,0
445.37,12.2,17.9,Dining,Online POS,Mastercard,3,-0.586,-0.593,0
12.5,11.6,1.7,Grocery,Online POS,Visa,3,-1.595,-0.193,0
13.12,10.2,22.5,Online Retail,In-Person Chip,Mastercard,5,-0.206,2.485,0
42.23,20.5,1.4,Grocery,In-Person Chip,Visa,2,-0.715,2.787,0
38.32,3.2,5.4,Dining,In-Person Chip,Mastercard,4,-0.657,0.011,0
42.21,23.5,20.6,Grocery,In-Person Chip,Mastercard,3,0.515,-1.872,0
12.86,19.4,6.2,Electronics,Online POS,Visa,0,-0.769,-0.386,0
26.95,5.4,11.2,Electronics,Contactless Tap,Amex,1,0.508,1.516,0
55.01,16.9,15.1,Gas Station,In-Person Chip,Mastercard,1,0.44,0.362,0
140.91,14.2,0.5,Grocery,ATM Cash,Mastercard,0,0.67,-1.48,0
253.39,14.8,14.9,Dining,In-Person Chip,Visa,1,-1.26,-1.376,0
48.08,13.8,7.7,Gas Station,In-Person Chip,Mastercard,1,-0.048,0.628,0
126.48,15.5,4.2,Grocery,In-Person Chip,Mastercard,0,0.641,0.719,0
14.67,11.4,0.7,Gas Station,Contactless Tap,Visa,1,-0.92,-0.104,0
62.39,23.2,5.4,Grocery,In-Person Chip,Visa,0,1.29,0.698,0
62.71,23.2,9.8,Dining,Online POS,Amex,3,-0.424,-0.078,0
13.71,14.7,24.6,Grocery,Online POS,Visa,1,0.32,0.367,0
4.6,22.4,21.2,Grocery,In-Person Chip,Mastercard,1,-0.784,1.339,0
138.22,18.4,36.2,Grocery,ATM Cash,Visa,3,-1.509,0.049,0
76.01,21.6,8.9,Online Retail,Online POS,Discover,2,-1.26,-0.216,0
16.38,9.0,6.9,Dining,In-Person Chip,Mastercard,1,-0.351,-0.753,0
52.28,12.7,2.0,Electronics,Contactless Tap,Visa,1,0.087,0.548,0
45.05,13.2,2.2,Grocery,Online POS,Discover,3,-1.03,0.453,0
125.34,15.3,2.8,Grocery,Online POS,Discover,2,-0.05,-0.193,0
12.74,16.3,11.4,Gas Station,In-Person Chip,Visa,1,0.054,-1.208,0
118.92,6.1,2.4,Online Retail,Online POS,Visa,3,-0.609,-1.157,0
30.79,9.6,1.4,Grocery,In-Person Chip,Visa,0,-2.267,0.183,0
56.42,12.6,26.5,Gas Station,Online POS,Visa,2,-0.727,1.804,0
41.11,16.6,8.7,Grocery,In-Person Chip,Visa,3,1.321,0.155,0
11.68,15.5,16.4,Travel & Airlines,In-Person Chip,Mastercard,2,0.798,0.618,0
394.87,17.7,10.8,ATM Withdrawal,In-Person Chip,Mastercard,0,-1.268,-0.7,0
28.54,9.5,11.6,Online Retail,Online POS,Mastercard,2,0.094,0.186,0
34.53,10.4,36.6,Travel & Airlines,Online POS,Amex,1,-1.185,0.755,0
23.26,15.0,3.4,Online Retail,Online POS,Discover,9,0.233,2.045,1
15.34,4.2,58.9,ATM Withdrawal,In-Person Chip,Visa,2,0.998,-0.259,0
270.02,11.2,2.3,Dining,Online POS,Mastercard,2,-0.177,-0.467,0
29.64,18.8,13.4,Electronics,Contactless Tap,Mastercard,2,2.872,-0.411,0
23.88,17.0,0.1,ATM Withdrawal,In-Person Chip,Mastercard,2,-0.642,1.436,0
24.96,11.6,5.4,Dining,In-Person Chip,Mastercard,1,1.882,-0.346,0
34.2,12.3,17.1,Online Retail,Contactless Tap,Mastercard,2,-0.424,-0.219,0
20.99,14.4,41.3,Dining,Contactless Tap,Mastercard,1,0.816,-0.285,0
9.47,9.0,6.6,Online Retail,ATM Cash,Amex,4,-0.272,-2.047,0
145.49,13.1,2.1,ATM Withdrawal,Contactless Tap,Mastercard,2,-0.072,-2.133,0
108.34,16.2,6.3,Electronics,In-Person Chip,Mastercard,1,0.196,1.379,0
28.5,12.1,9.8,Travel & Airlines,Online POS,Visa,3,-1.257,2.741,0
38.36,13.1,26.2,Dining,Contactless Tap,Mastercard,2,0.23,-1.183,0
63.56,17.7,19.4,ATM Withdrawal,In-Person Chip,Amex,3,-0.084,-0.906,0
53.68,11.1,10.0,Dining,Online POS,Mastercard,3,-1.67,0.927,0
327.84,8.8,5.0,Luxury Goods,Online POS,Mastercard,0,0.387,1.329,0
166.49,4.0,0.9,Grocery,Online POS,Visa,4,1.862,-0.136,0
156.87,12.6,28.4,Grocery,In-Person Chip,Mastercard,6,1.96,0.59,0
34.84,16.7,1.2,Grocery,In-Person Chip,Visa,1,-1.053,-0.715,0
36.57,10.7,1.1,Online Retail,In-Person Chip,Amex,4,0.177,-1.747,0
178.25,17.8,9.2,Dining,In-Person Chip,Visa,1,-0.532,-2.043,0
191.07,18.3,13.2,Gas Station,In-Person Chip,Amex,2,0.398,1.127,0
89.9,18.0,1.8,Online Retail,Online POS,Mastercard,3,-1.204,1.124,0
91.01,5.4,17.2,Grocery,Online POS,Mastercard,0,-1.358,0.257,0
75.36,0.1,0.0,Dining,In-Person Chip,Visa,0,0.884,-0.876,0
256.76,9.7,17.4,ATM Withdrawal,In-Person Chip,Visa,2,-1.291,-2.091,0
22.73,11.1,25.1,Online Retail,Online POS,Amex,5,-1.709,-0.559,0
10.05,21.0,7.7,Electronics,In-Person Chip,Discover,1,1.78,0.203,0
11.03,10.7,27.6,Dining,Online POS,Mastercard,4,-0.484,-0.446,0
160.93,13.4,4.7,Grocery,Online POS,Amex,2,-0.702,0.173,0
39.42,14.2,6.8,ATM Withdrawal,Contactless Tap,Discover,3,-0.023,0.459,0
153.45,8.5,53.9,Grocery,Contactless Tap,Amex,1,1.676,-0.299,0
23.6,18.8,13.5,Online Retail,Online POS,Mastercard,0,-0.747,-1.473,0
61.61,6.4,18.2,Travel & Airlines,Online POS,Mastercard,1,-1.289,0.145,0
59.07,14.1,3.3,Grocery,In-Person Chip,Discover,3,-1.735,-3.453,0
99.53,17.2,5.4,Gas Station,Contactless Tap,Visa,0,-0.824,-0.248,0
46.55,8.1,17.3,Online Retail,In-Person Chip,Visa,0,0.472,3.111,0
41.22,12.5,4.0,Grocery,In-Person Chip,Amex,1,-0.799,-2.583,0
34.27,16.7,11.4,Electronics,Contactless Tap,Visa,2,-0.037,0.163,0
19.61,8.7,9.9,Online Retail,Contactless Tap,Visa,3,1.475,-0.369,0
49.8,13.6,12.8,Luxury Goods,Contactless Tap,Visa,0,0.003,1.89,0
20.72,8.6,2.0,Dining,In-Person Chip,Visa,3,0.023,1.195,0
6.68,19.0,15.5,Travel & Airlines,Online POS,Visa,6,-1.521,3.373,1
115.3,18.2,7.9,Online Retail,In-Person Chip,Visa,3,1.004,0.039,0
16.66,18.2,29.4,Grocery,Online POS,Visa,0,-1.137,1.02,0
26.83,5.9,8.8,Electronics,Contactless Tap,Visa,2,0.603,-0.131,0
131.64,13.1,16.6,Gas Station,Contactless Tap,Discover,1,-0.863,-1.156,0
18.91,10.5,6.4,Grocery,In-Person Chip,Mastercard,0,-0.078,1.334,0
123.42,17.7,9.6,Dining,In-Person Chip,Visa,3,2.203,-1.339,0
220.83,7.9,13.7,Dining,In-Person Chip,Mastercard,2,-2.453,-3.014,0
99.27,9.0,1.6,Gas Station,In-Person Chip,Visa,2,-0.343,1.545,0
13.71,7.5,1.0,Luxury Goods,Contactless Tap,Mastercard,2,-1.589,-0.331,0
42.06,14.6,1.0,Travel & Airlines,In-Person Chip,Mastercard,0,-0.209,2.751,0
31.63,9.9,10.2,Grocery,Contactless Tap,Visa,1,-0.782,1.879,0
166.35,19.9,17.7,Online Retail,Online POS,Visa,4,-2.43,-0.845,0
31.46,14.4,22.1,Gas Station,In-Person Chip,Mastercard,1,1.776,1.36,0
156.7,19.8,4.9,Online Retail,In-Person Chip,Mastercard,2,-0.802,-0.048,0
51.7,20.0,61.0,ATM Withdrawal,In-Person Chip,Visa,2,0.053,0.88,0
25.39,12.2,1.6,Gas Station,In-Person Chip,Amex,1,0.707,-0.887,0
10.77,5.1,6.7,Grocery,Online POS,Mastercard,3,-1.354,0.12,0
121.58,8.6,25.9,Luxury Goods,In-Person Chip,Discover,2,2.677,-0.046,0
45.75,12.7,11.3,ATM Withdrawal,Online POS,Mastercard,2,-1.317,-0.406,0
5.55,8.2,0.3,Grocery,In-Person Chip,Mastercard,2,0.27,0.681,0
3.71,16.7,2.0,Gas Station,Contactless Tap,Visa,4,0.522,0.379,0
68.6,12.8,13.3,Electronics,ATM Cash,Visa,3,-0.546,0.09,0
55.03,17.2,0.2,Gas Station,Online POS,Visa,3,1.354,0.707,0
118.84,17.2,7.8,Grocery,Online POS,Mastercard,0,0.015,0.272,0
77.93,20.8,10.1,Dining,Online POS,Visa,3,1.099,1.504,0
38.09,16.8,6.2,Online Retail,In-Person Chip,Discover,6,0.954,-0.324,0
55.26,4.6,0.4,Dining,In-Person Chip,Visa,0,2.756,-2.092,0
66.72,12.4,4.1,Electronics,Contactless Tap,Mastercard,1,-0.882,-0.839,0
70.12,19.0,10.8,Grocery,In-Person Chip,Amex,3,-0.35,-0.701,0
64.98,16.2,1.2,Online Retail,Online POS,Amex,1,1.113,-0.13,0
48.48,11.8,0.1,Dining,In-Person Chip,Visa,2,0.505,-0.374,0
32.53,9.3,8.6,Dining,Online POS,Visa,4,-1.164,1.058,0
7.27,11.1,7.1,Gas Station,In-Person Chip,Visa,2,1.461,-1.178,0
315.15,10.5,1.3,ATM Withdrawal,In-Person Chip,Visa,3,1.472,-0.211,0
16.6,7.3,25.8,Online Retail,Online POS,Visa,1,-1.514,0.632,0
348.56,11.5,4.2,Dining,In-Person Chip,Visa,2,-0.394,0.508,0
115.59,15.9,1.6,Electronics,Contactless Tap,Visa,2,0.52,-2.73,0
27.18,12.5,3.9,Dining,Contactless Tap,Visa,1,1.02,-0.548,0
3.15,17.0,22.3,Dining,In-Person Chip,Visa,0,0.042,-1.014,0
286.49,14.5,31.2,Grocery,ATM Cash,Mastercard,2,1.975,-0.595,0
26.5,9.2,11.0,Dining,In-Person Chip,Discover,4,0.269,0.523,0
50.1,10.9,14.7,Travel & Airlines,In-Person Chip,Visa,2,-0.094,2.256,0
44.54,13.7,32.6,ATM Withdrawal,Contactless Tap,Mastercard,1,0.971,-0.386,0
605.99,9.1,3.6,Online Retail,In-Person Chip,Visa,0,-1.399,-0.857,0
89.1,6.8,5.7,Gas Station,Online POS,Visa,1,2.265,1.548,0
114.77,10.8,4.3,Dining,In-Person Chip,Mastercard,2,0.584,-1.08,0
56.38,19.3,3.8,Grocery,Online POS,Mastercard,1,-0.813,1.4,0
125.44,21.6,7.7,Grocery,In-Person Chip,Mastercard,0,0.207,-0.977,0
139.21,16.0,35.8,Dining,Online POS,Amex,1,0.956,0.136,0
89.83,13.7,2.3,Grocery,Online POS,Visa,1,1.54,0.067,0
35.57,11.3,4.6,Online Retail,Online POS,Mastercard,2,-0.669,0.476,0
12.47,11.6,24.2,Grocery,Contactless Tap,Mastercard,3,1.395,0.134,0
42.89,16.3,8.2,ATM Withdrawal,Online POS,Mastercard,2,1.761,-1.413,0
16.3,15.8,6.7,Travel & Airlines,ATM Cash,Mastercard,3,2.091,-1.074,0
30.2,16.2,4.6,Electronics,In-Person Chip,Visa,0,1.952,-0.497,0
75.18,9.2,15.3,Online Retail,Contactless Tap,Visa,3,0.616,-2.395,0
49.57,17.0,6.4,Online Retail,Online POS,Visa,2,-0.43,-0.265,0
5.31,8.5,36.8,Travel & Airlines,ATM Cash,Visa,3,1.472,-1.911,0
25.83,6.0,1.7,Gas Station,In-Person Chip,Amex,4,-0.247,1.12,0
124.85,15.6,13.2,ATM Withdrawal,Online POS,Mastercard,1,-0.677,-1.502,0
97.45,13.1,11.1,Online Retail,Online POS,Amex,0,0.095,-0.528,0
23.51,9.7,14.0,Grocery,Contactless Tap,Mastercard,1,1.737,0.29,0
9.98,7.1,4.6,Electronics,In-Person Chip,Amex,3,1.15,-0.464,0
207.97,17.8,2.0,ATM Withdrawal,In-Person Chip,Discover,2,-1.506,-0.618,0
145.22,9.6,13.0,Electronics,Online POS,Visa,3,-2.658,-3.088,0
6.26,11.5,7.9,Grocery,In-Person Chip,Amex,2,-0.741,-0.628,0
8.48,10.3,35.0,Online Retail,In-Person Chip,Discover,0,-0.156,0.066,0
189.04,17.9,19.6,Dining,In-Person Chip,Mastercard,1,-1.18,-0.174,0
20.39,15.0,35.4,Online Retail,In-Person Chip,Amex,1,-0.978,-0.301,0
9.35,12.5,12.1,Online Retail,Contactless Tap,Mastercard,4,0.479,-0.192,0
41.77,12.8,1.3,Online Retail,Online POS,Visa,0,-0.1,-0.65,0
73.75,10.2,6.0,Grocery,Online POS,Mastercard,1,-0.551,-1.372,0
35.12,11.4,6.7,Grocery,In-Person Chip,Visa,1,-0.026,1.978,0
135.03,12.8,27.8,Grocery,Contactless Tap,Visa,3,0.411,0.297,0
17.18,10.2,15.1,Grocery,In-Person Chip,Visa,2,0.912,1.714,0
47.82,9.7,4.5,Grocery,In-Person Chip,Mastercard,0,1.659,-0.218,0
51.06,11.3,50.9,Grocery,In-Person Chip,Mastercard,4,-1.495,0.646,0
99.34,18.4,2.9,Electronics,In-Person Chip,Visa,1,0.077,-0.494,0
36.41,11.9,8.5,Online Retail,In-Person Chip,Mastercard,5,0.892,0.746,0
7.79,0.1,23.7,Grocery,Online POS,Visa,1,-0.03,-1.553,0
45.62,22.2,8.2,Gas Station,Online POS,Visa,2,2.153,-0.665,0
27.55,17.9,33.2,Online Retail,Contactless Tap,Mastercard,1,0.512,0.88,0
89.27,11.6,6.7,Grocery,In-Person Chip,Visa,1,0.676,0.39,0
39.55,10.7,2.8,Grocery,Online POS,Visa,3,-1.066,0.237,0
50.52,13.4,0.1,Grocery,Online POS,Mastercard,3,1.563,-2.48,0
32.5,14.9,33.7,Grocery,Online POS,Mastercard,0,0.42,-0.84,0
12.76,14.9,5.6,Online Retail,In-Person Chip,Amex,2,0.602,-1.152,0
80.93,21.5,12.4,Gas Station,Online POS,Mastercard,0,-1.489,-0.661,0
26.64,14.7,18.4,Grocery,Online POS,Visa,1,1.023,-2.081,0
58.25,16.1,8.2,Online Retail,Online POS,Visa,0,-0.747,-1.057,0
18.51,8.7,2.5,Gas Station,Contactless Tap,Mastercard,5,-2.173,0.292,0
2.61,11.4,1.9,Dining,In-Person Chip,Mastercard,5,-1.516,-0.41,0
56.47,14.2,1.8,Online Retail,Online POS,Mastercard,2,0.27,-0.845,0
338.43,15.0,4.1,Grocery,In-Person Chip,Visa,4,0.842,0.912,0
73.69,20.4,6.4,Online Retail,Contactless Tap,Mastercard,1,2.328,-0.801,0
9.04,10.5,32.8,Gas Station,In-Person Chip,Mastercard,3,-2.589,2.037,0
85.82,13.4,30.9,Dining,ATM Cash,Visa,0,0.713,0.596,0
125.7,15.6,29.0,ATM Withdrawal,ATM Cash,Discover,7,0.836,-1.466,0
219.29,11.0,16.3,Online Retail,Contactless Tap,Mastercard,1,2.11,-0.686,0
90.67,12.9,6.5,Online Retail,Online POS,Visa,2,0.54,0.48,0
38.07,13.0,14.0,Dining,In-Person Chip,Mastercard,2,-0.593,1.058,0
116.78,8.6,9.4,Dining,ATM Cash,Amex,1,0.344,0.769,0
49.49,21.0,29.1,Dining,Online POS,Visa,4,-0.062,0.918,0
14.59,12.5,18.7,Grocery,Contactless Tap,Mastercard,1,0.31,2.139,0
95.3,13.2,11.5,Grocery,In-Person Chip,Amex,1,-1.369,0.933,0
68.01,18.9,10.5,Online Retail,Online POS,Visa,3,-0.783,0.57,0
43.35,17.0,9.7,Gas Station,In-Person Chip,Visa,3,0.904,1.35,0
33.15,3.1,2.8,Dining,In-Person Chip,Visa,1,-0.045,0.888,0
45.23,20.9,11.3,Gas Station,Online POS,Visa,3,-0.803,-0.378,0
33.53,10.3,8.5,Dining,In-Person Chip,Visa,1,0.988,0.961,0
38.16,6.5,8.1,Grocery,Contactless Tap,Visa,3,0.395,-0.313,0
76.28,18.6,0.6,Online Retail,In-Person Chip,Amex,0,-1.756,-0.907,0
62.27,0.5,9.0,Dining,Online POS,Discover,0,-1.292,0.031,0
70.55,8.8,2.3,Gas Station,In-Person Chip,Visa,2,-2.059,-0.95,0
199.94,16.2,18.7,Grocery,In-Person Chip,Visa,2,-2.689,-1.072,0
32.24,14.4,0.0,Dining,Online POS,Visa,2,-1.378,1.556,0
45.85,9.8,1.1,Dining,Contactless Tap,Visa,1,1.182,1.466,0
20.03,13.1,5.5,Grocery,Online POS,Amex,0,2.474,-1.756,0
85.17,9.0,4.8,Grocery,Online POS,Visa,2,-2.574,0.776,0
16.22,16.3,5.2,Dining,In-Person Chip,Visa,0,-1.929,0.917,0
98.57,13.1,0.0,Grocery,In-Person Chip,Visa,2,-0.391,3.025,0
130.52,12.7,15.9,Dining,Online POS,Mastercard,0,-2.16,1.833,0
29.59,7.5,20.6,Grocery,Online POS,Discover,2,-1.038,-1.164,0
199.82,21.6,1.7,Grocery,Online POS,Amex,2,1.973,-1.079,0
75.75,14.3,5.7,Dining,In-Person Chip,Amex,1,0.889,1.932,0
13.55,16.8,0.9,ATM Withdrawal,Online POS,Visa,4,-0.279,1.665,0
84.26,9.6,9.1,Dining,Online POS,Visa,2,-1.187,0.252,0
27.58,19.1,8.1,Dining,Online POS,Visa,1,1.402,0.492,0
56.72,11.8,3.4,Dining,In-Person Chip,Visa,2,-0.118,1.005,0
32.23,20.2,1.8,Online Retail,Online POS,Mastercard,2,-0.214,-0.481,0
63.53,13.3,4.3,Dining,Contactless Tap,Visa,2,-1.223,1.579,0
42.42,18.2,15.9,Gas Station,ATM Cash,Visa,1,-1.743,-1.861,0
3.59,22.1,18.2,Grocery,Online POS,Visa,4,0.182,0.483,0
69.2,11.4,10.5,Online Retail,Contactless Tap,Visa,0,-0.037,-1.103,0
56.7,20.8,38.2,Online Retail,In-Person Chip,Mastercard,1,2.611,-0.074,0
140.96,20.1,1.6,Gas Station,In-Person Chip,Mastercard,0,-1.505,-0.055,0
174.75,11.1,29.3,Luxury Goods,Online POS,Visa,0,-1.679,0.088,0
104.68,13.7,6.8,ATM Withdrawal,Contactless Tap,Discover,1,0.109,-1.111,0
283.05,0.0,13.3,Online Retail,Online POS,Visa,5,-1.215,0.803,1
34.92,3.1,4.1,Dining,Contactless Tap,Visa,2,-0.392,0.075,0
101.52,22.0,3.5,Dining,In-Person Chip,Visa,1,-1.396,-1.04,0
17.69,7.8,1.6,Dining,In-Person Chip,Mastercard,4,-0.059,-2.265,0
9.97,15.9,10.1,Online Retail,Online POS,Visa,1,0.094,1.394,0
160.97,16.4,12.5,ATM Withdrawal,In-Person Chip,Amex,3,0.318,1.133,0
16.52,20.7,26.6,Travel & Airlines,In-Person Chip,Mastercard,6,0.138,-0.099,0
270.56,12.3,1.6,Grocery,ATM Cash,Mastercard,2,-0.632,-0.581,0
43.71,17.2,18.2,Gas Station,In-Person Chip,Mastercard,1,-2.597,-1.102,0
9.36,16.2,6.2,Grocery,In-Person Chip,Visa,4,1.437,0.66,0
24.03,16.2,0.7,Online Retail,Online POS,Mastercard,3,0.047,1.479,0
40.5,17.6,14.7,Online Retail,In-Person Chip,Visa,3,1.232,-0.29,0
3.71,20.3,1.1,Online Retail,In-Person Chip,Visa,0,-0.487,-0.64,0
25.17,22.9,2.2,Online Retail,Online POS,Visa,2,-0.177,0.48,0
123.83,15.8,4.3,Dining,Online POS,Mastercard,5,0.173,0.182,0
18.98,17.7,2.7,Travel & Airlines,In-Person Chip,Visa,2,-2.444,1.617,0
27.88,22.5,40.2,Grocery,In-Person Chip,Visa,2,0.495,0.256,0
68.96,16.3,4.1,Grocery,In-Person Chip,Visa,1,-2.721,1.613,0
23.02,1.0,23.7,Dining,ATM Cash,Visa,2,0.268,-1.335,0
29.83,13.3,51.5,Online Retail,Online POS,Amex,0,-2.222,-0.663,0
59.69,11.0,22.6,Dining,In-Person Chip,Mastercard,4,1.859,0.051,0
81.91,9.0,3.1,Electronics,Contactless Tap,Mastercard,2,0.866,-1.779,0
15.71,19.4,18.2,Dining,In-Person Chip,Visa,2,1.985,-1.969,0
6.82,16.8,4.9,Gas Station,In-Person Chip,Mastercard,0,-0.178,0.291,0
13.89,18.2,28.0,Gas Station,Contactless Tap,Discover,1,0.011,2.043,0
11.59,17.1,5.5,Grocery,Contactless Tap,Amex,0,0.295,1.008,0
104.7,14.6,8.2,Dining,Online POS,Mastercard,0,-0.717,0.922,0
121.29,13.3,28.4,Online Retail,ATM Cash,Visa,2,0.722,2.128,0
50.72,18.3,1.7,Online Retail,In-Person Chip,Visa,1,0.319,-1.81,0
100.34,11.5,11.6,Online Retail,In-Person Chip,Mastercard,0,-1.189,-0.48,0
35.37,14.4,4.6,Gas Station,Contactless Tap,Visa,3,2.323,-1.888,0
8.15,22.3,15.1,Gas Station,In-Person Chip,Visa,0,0.873,2.045,0
76.71,17.2,9.7,Gas Station,In-Person Chip,Visa,1,-0.65,-0.296,0
20.85,20.5,16.8,Online Retail,Online POS,Amex,0,0.598,-1.187,0
7.85,15.5,7.6,Luxury Goods,In-Person Chip,Amex,1,-0.684,-1.336,0
154.07,7.8,1.2,Grocery,Online POS,Visa,1,-0.594,-1.692,0
33.51,11.3,34.8,Gas Station,Online POS,Mastercard,1,1.144,1.001,0
39.56,14.1,5.2,Travel & Airlines,Contactless Tap,Visa,0,1.232,-2.325,0
68.33,20.2,20.3,Online Retail,Online POS,Visa,1,0.878,0.463,0
11.0,14.7,3.1,Online Retail,ATM Cash,Discover,1,-0.159,-0.384,0
59.27,12.8,2.7,Online Retail,ATM Cash,Mastercard,2,1.025,2.072,0
17.46,1.2,4.0,Dining,In-Person Chip,Discover,3,-0.404,-0.137,0
17.23,15.3,13.3,Grocery,Contactless Tap,Mastercard,0,1.939,-0.497,0
33.01,9.6,0.7,Grocery,Contactless Tap,Visa,1,0.034,3.704,0
48.31,13.3,1.2,Online Retail,In-Person Chip,Visa,3,0.933,1.224,0
18.98,18.1,3.7,Grocery,In-Person Chip,Mastercard,1,0.408,-1.217,0
13.1,13.4,16.6,Travel & Airlines,In-Person Chip,Amex,5,0.907,-1.713,0
93.89,16.0,71.1,Grocery,In-Person Chip,Mastercard,0,0.149,-0.22,0
30.04,17.7,1.7,Gas Station,Contactless Tap,Visa,0,-0.465,0.978,0
105.0,8.7,0.1,Grocery,In-Person Chip,Mastercard,1,-1.592,1.349,0
20.37,15.6,2.3,Grocery,Contactless Tap,Mastercard,3,-1.878,-2.799,0
841.69,12.7,28.0,Luxury Goods,Online POS,Discover,2,1.538,2.737,0
1523.94,15.3,24.5,Electronics,In-Person Chip,Mastercard,2,-0.537,0.336,0
69.75,13.7,13.0,Travel & Airlines,Online POS,Mastercard,0,0.7,0.874,0
73.26,17.6,3.7,Luxury Goods,Contactless Tap,Visa,3,0.073,-1.073,0
37.05,18.3,4.5,Travel & Airlines,Online POS,Visa,0,0.54,1.024,0
46.79,12.0,15.5,Gas Station,In-Person Chip,Mastercard,1,1.933,-0.31,0
32.36,14.8,0.0,Online Retail,Contactless Tap,Discover,2,0.158,-0.33,0
14.46,15.2,28.9,Travel & Airlines,Online POS,Visa,0,1.135,-0.493,0
38.02,13.3,19.9,Online Retail,In-Person Chip,Visa,3,0.172,3.032,0
16.89,16.3,6.0,ATM Withdrawal,Online POS,Visa,3,1.914,0.718,0
190.34,7.1,14.7,Dining,In-Person Chip,Visa,1,1.946,0.029,0
65.78,16.4,4.5,Grocery,In-Person Chip,Visa,5,1.316,-0.32,0
399.6,9.0,9.1,Gas Station,In-Person Chip,Visa,0,-0.933,-0.539,0
48.88,16.2,28.4,Gas Station,In-Person Chip,Visa,1,0.267,-1.612,0
23.77,12.1,25.9,Electronics,In-Person Chip,Mastercard,2,0.21,-0.763,0
112.06,15.7,5.1,Gas Station,In-Person Chip,Visa,2,-0.434,-1.252,0
137.57,10.4,11.0,Gas Station,In-Person Chip,Amex,2,2.363,-0.255,0
80.14,0.3,15.9,Dining,In-Person Chip,Visa,2,-0.779,0.865,0
10.92,14.9,6.1,Online Retail,In-Person Chip,Amex,3,-1.865,1.249,0
42.72,22.6,3.6,Online Retail,Online POS,Mastercard,1,0.473,0.397,0
26.99,15.0,2.7,ATM Withdrawal,In-Person Chip,Mastercard,3,-1.318,0.61,0
42.24,9.5,10.2,Online Retail,In-Person Chip,Mastercard,0,0.204,0.359,0
29.24,18.5,10.1,Electronics,Online POS,Visa,3,-2.884,-1.167,0
21.56,20.5,8.5,ATM Withdrawal,Online POS,Visa,1,0.294,0.405,0
114.13,15.3,5.8,Grocery,Online POS,Visa,3,1.373,1.402,0
33.45,10.5,4.1,Online Retail,Online POS,Visa,0,0.479,-1.167,0
227.8,14.4,20.9,Online Retail,In-Person Chip,Visa,0,-0.515,0.427,0
58.12,3.6,2.2,Dining,Online POS,Mastercard,3,0.887,0.172,0
59.16,16.7,2.1,Electronics,In-Person Chip,Mastercard,5,-0.92,-1.225,0
23.68,6.3,30.7,Gas Station,In-Person Chip,Mastercard,2,0.499,-2.089,0
158.95,21.8,12.7,Online Retail,Contactless Tap,Amex,5,-0.122,-0.141,0
7.49,6.0,5.2,Electronics,In-Person Chip,Visa,1,-0.071,0.147,0
28.6,15.0,6.7,ATM Withdrawal,Online POS,Visa,0,1.788,-1.651,0
